id,year,rank,overall_pick,team,player,college,years_active,games,minutes_played,points,total_rebounds,assists,field_goal_percentage,3_point_percentage,free_throw_percentage,average_minutes_played,points_per_game,average_total_rebounds,average_assists,win_shares,win_shares_per_48_minutes,box_plus_minus,value_over_replacement
1166,2009,24,24,DAL,Byron Mullens,Ohio State,5,189,3446,1398,790,153,0.408,0.319,0.706,18.2,7.4,4.2,0.8,0.6,0.008,-4,-1.8
1167,2009,25,25,OKC,Rodrigue Beaubois,,4,182,2896,1286,338,374,0.439,0.325,0.81,15.9,7.1,1.9,2.1,4.8,0.079,-0.1,1.4
1168,2009,26,26,CHI,Taj Gibson,USC,13,896,21976,8088,5477,880,0.518,0.257,0.713,24.5,9,6.1,1,58.9,0.129,-0.7,7.1
1169,2009,27,27,MEM,DeMarre Carroll,Missouri,11,578,13675,5150,2454,726,0.43,0.358,0.741,23.7,8.9,4.2,1.3,29.5,0.104,0,6.7
1170,2009,28,28,MIN,Wayne Ellington,UNC,13,770,16100,6190,1643,852,0.41,0.382,0.843,20.9,8,2.1,1.1,21.1,0.063,-1.5,2.2
1171,2009,29,29,LAL,Toney Douglas,Florida State,8,394,7511,3009,875,889,0.404,0.354,0.824,19.1,7.6,2.2,2.3,12.1,0.077,-0.8,2.2
1172,2009,30,30,CLE,Christian Eyenga,,2,51,1049,320,137,40,0.411,0.277,0.611,20.6,6.3,2.7,0.8,-0.4,-0.02,-4.2,-0.6
1173,2009,31,31,SAC,Jeff Ayres,Arizona State,6,237,2322,690,632,99,0.553,0.4,0.776,9.8,2.9,2.7,0.4,6.3,0.131,-2.3,-0.2
1174,2009,32,32,WAS,Jermaine Taylor,Central Florida,2,65,786,351,108,48,0.441,0.284,0.73,12.1,5.4,1.7,0.7,0.2,0.014,-3.7,-0.3
1175,2009,33,33,POR,Dante Cunningham,Villanova,10,715,14875,4133,2676,506,0.469,0.345,0.649,20.8,5.8,3.7,0.7,24.9,0.08,-1.7,1.1
1176,2009,34,34,DEN,Sergio Llull,,,,,,,,,,,,,,,,,,
1177,2009,35,35,DET,DaJuan Summers,Georgetown,4,83,820,278,82,29,0.384,0.367,0.642,9.9,3.3,1,0.3,-0.1,-0.008,-5.8,-0.8
1178,2009,36,36,MEM,Sam Young,Pitt,4,249,3966,1436,573,180,0.442,0.28,0.742,15.9,5.8,2.3,0.7,5.2,0.063,-2.1,-0.1
1179,2009,37,37,SAS,DeJuan Blair,Pitt,7,424,7054,2865,2153,349,0.524,0,0.608,16.6,6.8,5.1,0.8,19,0.129,-1.2,1.4
1180,2009,38,38,POR,Jon Brockman,Washington,3,150,1570,320,472,49,0.488,0,0.618,10.5,2.1,3.1,0.3,3.7,0.113,-3.9,-0.8
1181,2009,39,39,DET,Jonas Jerebko,,9,635,11323,3919,2522,525,0.457,0.363,0.77,17.8,6.2,4,0.8,25.8,0.109,-1,2.9
1182,2009,40,40,CHA,Derrick Brown,Xavier,3,171,2554,895,413,119,0.515,0.317,0.637,14.9,5.2,2.4,0.7,4.5,0.085,-1.3,0.4
1183,2009,41,41,MIL,Jodie Meeks,Kentucky,10,539,12110,4988,1120,583,0.42,0.373,0.879,22.5,9.3,2.1,1.1,24.3,0.096,-0.6,4.2
1184,2009,42,42,LAL,Patrick Beverley,Arkansas,10,526,14411,4654,2243,1839,0.414,0.378,0.756,27.4,8.8,4.3,3.5,34.5,0.115,1.1,11.4
1185,2009,43,43,MIA,Marcus Thornton,LSU,8,483,11299,5750,1348,677,0.425,0.358,0.83,23.4,11.9,2.8,1.4,20,0.085,0.2,6.2
1186,2009,44,44,DET,Chase Budinger,Arizona,7,407,7998,3198,1240,473,0.43,0.352,0.797,19.7,7.9,3,1.2,13.9,0.083,-0.5,2.9
1187,2009,45,45,MIN,Nick Calathes,Florida,2,129,2011,590,243,353,0.441,0.288,0.581,15.6,4.6,1.9,2.7,2.6,0.063,-0.5,0.8
1188,2009,46,46,CLE,Danny Green,UNC,13,819,20743,7143,2811,1270,0.421,0.399,0.804,25.3,8.7,3.4,1.6,49.1,0.114,1.9,20.2
1189,2009,47,47,MIN,Henk Norel,,,,,,,,,,,,,,,,,,
1190,2009,48,48,PHO,Taylor Griffin,Oklahoma,1,8,32,10,2,1,0.4,0,0.5,4,1.3,0.3,0.1,0,-0.039,-8.1,-0.1
1191,2009,49,49,ATL,Sergiy Gladyr,,,,,,,,,,,,,,,,,,
1192,2009,50,50,UTA,Goran Suton,Michigan State,,,,,,,,,,,,,,,,,
1193,2009,51,51,SAS,Jack McClinton,Miami (FL),,,,,,,,,,,,,,,,,
1194,2009,52,52,IND,A.J. Price,UConn,6,261,3929,1523,377,567,0.38,0.316,0.742,15.1,5.8,1.4,2.2,4.7,0.058,-1.3,0.7
1195,2009,53,53,SAS,Nando De Colo,,2,119,1414,453,211,203,0.429,0.363,0.835,11.9,3.8,1.8,1.7,2.4,0.081,-0.7,0.5
1196,2009,54,54,CHA,Robert Vaden,UAB,,,,,,,,,,,,,,,,,
1197,2009,55,55,POR,Patty Mills,Saint Mary's,13,820,17013,7520,1390,1894,0.426,0.389,0.855,20.7,9.2,1.7,2.3,35.3,0.1,0.1,9
1198,2009,56,56,DAL,Ahman Nivins,Saint Joseph's,,,,,,,,,,,,,,,,,
1199,2009,57,57,PHO,Emir Preldžić,,,,,,,,,,,,,,,,,,
1200,2009,58,58,BOS,Lester Hudson,University of Tennessee at Martin,4,57,594,268,77,71,0.375,0.277,0.806,10.4,4.7,1.4,1.2,0.2,0.016,-2.1,0
1201,2009,59,59,LAL,Chinemelu Elonu,Texas A&M,,,,,,,,,,,,,,,,,
1202,2009,60,60,MIA,Robert Dozier,Memphis,,,,,,,,,,,,,,,,,
1203,2010,1,1,WAS,John Wall,Kentucky,10,613,21833,11702,2612,5557,0.431,0.323,0.779,35.6,19.1,4.3,9.1,44.1,0.097,2.4,24
1204,2010,2,2,PHI,Evan Turner,Ohio State,10,705,18938,6824,3278,2462,0.434,0.294,0.782,26.9,9.7,4.6,3.5,20.2,0.051,-1.9,0.5
1205,2010,3,3,NJN,Derrick Favors,Georgia Tech,12,790,19202,8354,5608,851,0.534,0.198,0.663,24.3,10.6,7.1,1.1,60.2,0.15,0.9,14
1206,2010,4,4,MIN,Wesley Johnson,Syracuse,9,609,13472,4235,1924,645,0.404,0.337,0.741,22.1,7,3.2,1.1,10.7,0.038,-1.6,1.2
1207,2010,5,5,SAC,DeMarcus Cousins,Kentucky,11,654,19509,12802,6664,1979,0.46,0.331,0.737,29.8,19.6,10.2,3,46.8,0.115,2.4,21.6
1208,2010,6,6,GSW,Ekpe Udoh,Baylor,7,384,5694,1353,1100,260,0.453,0,0.718,14.8,3.5,2.9,0.7,10.4,0.088,-1.4,0.8
1209,2010,7,7,DET,Greg Monroe,Georgetown,10,646,17670,8402,5293,1376,0.514,0.059,0.703,27.4,13,8.2,2.1,50.4,0.137,1.4,15.3
1210,2010,8,8,LAC,Al-Farouq Aminu,Wake Forest,11,711,17698,5350,4280,879,0.42,0.332,0.746,24.9,7.5,6,1.2,27.6,0.075,-0.6,6.5
1211,2010,9,9,UTA,Gordon Hayward,Butler,12,734,22832,11454,3302,2576,0.453,0.371,0.826,31.1,15.6,4.5,3.5,60.1,0.126,2,22.8
1212,2010,10,10,IND,Paul George,Fresno State,12,737,24741,15029,4735,2641,0.435,0.382,0.848,33.6,20.4,6.4,3.6,76.6,0.149,4.1,38
1213,2010,11,11,NOH,Cole Aldrich,Kansas,8,339,3389,1050,1131,183,0.527,,0.738,10,3.1,3.3,0.5,9.6,0.135,0.1,1.8
1214,2010,12,12,MEM,Xavier Henry,Kansas,5,185,2905,1050,351,120,0.406,0.325,0.635,15.7,5.7,1.9,0.6,0.8,0.013,-4.4,-1.7
1215,2010,13,13,TOR,Ed Davis,UNC,12,722,13756,4291,4616,539,0.567,0,0.583,19.1,5.9,6.4,0.7,43.3,0.151,-0.2,6.2
1216,2010,14,14,HOU,Patrick Patterson,Kentucky,11,719,14923,4782,2799,736,0.447,0.369,0.755,20.8,6.7,3.9,1,31.9,0.102,0,7.4
1217,2010,15,15,MIL,Larry Sanders,VCU,6,238,4635,1520,1345,174,0.48,0,0.553,19.5,6.4,5.7,0.7,10.3,0.107,-1.1,1.1
1218,2010,16,16,MIN,Luke Babbitt,Nevada,8,381,5332,1818,846,224,0.408,0.402,0.747,14,4.8,2.2,0.6,7.2,0.065,-2.1,-0.1
1219,2010,17,17,CHI,Kevin Séraphin,,7,423,6430,2516,1462,246,0.489,0,0.715,15.2,5.9,3.5,0.6,5.9,0.044,-4.3,-3.6
1220,2010,18,18,OKC,Eric Bledsoe,Kentucky,12,756,21021,10348,2937,3545,0.452,0.336,0.784,27.8,13.7,3.9,4.7,46.1,0.105,1.6,18.8
1221,2010,19,19,BOS,Avery Bradley,Texas,12,660,18151,7279,1863,1105,0.434,0.365,0.783,27.5,11,2.8,1.7,17.2,0.045,-2.4,-1.8
1222,2010,20,20,SAS,James Anderson,Oklahoma State,5,247,4320,1422,560,291,0.411,0.321,0.755,17.5,5.8,2.3,1.2,3.3,0.037,-2.7,-0.8
1223,2010,21,21,OKC,Craig Brackins,Iowa State,2,17,121,30,19,9,0.265,0.214,0.5,7.1,1.8,1.1,0.5,-0.2,-0.089,-9.9,-0.2
1224,2010,22,22,POR,Elliot Williams,Memphis,4,109,1470,537,161,94,0.421,0.31,0.669,13.5,4.9,1.5,0.9,0.7,0.024,-4.9,-1.1
1225,2010,23,23,MIN,Trevor Booker,Clemson,8,532,10872,3679,2932,566,0.515,0.305,0.636,20.4,6.9,5.5,1.1,26.2,0.116,-0.5,4.2
1226,2010,24,24,ATL,Damion James,Texas,4,39,623,150,131,26,0.415,0,0.667,16,3.8,3.4,0.7,0,-0.001,-3.7,-0.3
1227,2010,25,25,MEM,Dominique Jones,South Florida,3,80,741,246,114,144,0.366,0.095,0.729,9.3,3.1,1.4,1.8,0.3,0.017,-2.4,-0.1
1228,2010,26,26,OKC,Quincy Pondexter,Washington,7,355,5530,1609,640,263,0.423,0.356,0.746,15.6,4.5,1.8,0.7,9.7,0.084,-1.8,0.3
1229,2010,27,27,NJN,Jordan Crawford,Xavier,6,281,6843,3432,703,883,0.411,0.317,0.826,24.4,12.2,2.5,3.1,6.3,0.044,-1.3,1.3
1230,2010,28,28,MEM,Greivis Vásquez,Maryland,7,401,9520,3591,1021,1935,0.418,0.349,0.817,23.7,9,2.5,4.8,12.6,0.064,-1.2,1.8
1231,2010,29,29,ORL,Daniel Orton,Kentucky,3,51,542,143,126,24,0.485,0,0.597,10.6,2.8,2.5,0.5,1,0.093,-3.5,-0.2
1232,2010,30,30,WAS,Lazar Hayward,Marquette,3,72,591,207,90,35,0.347,0.269,0.767,8.2,2.9,1.3,0.5,0.2,0.02,-4.2,-0.3
1233,2010,31,31,NJN,Tibor Pleiß,,1,12,82,24,15,2,0.44,0,1,6.8,2,1.3,0.2,-0.1,-0.041,-11.6,-0.2
1234,2010,32,32,MIA,Dexter Pittman,Texas,4,50,347,116,89,9,0.45,,0.545,6.9,2.3,1.8,0.2,0.5,0.068,-7.7,-0.5
1235,2010,33,33,SAC,Hassan Whiteside,Marshall,10,511,12645,6450,5523,327,0.586,0.308,0.605,24.7,12.6,10.8,0.6,52,0.197,2.5,14.5
1236,2010,34,34,POR,Armon Johnson,Nevada,2,47,401,157,49,56,0.458,0.4,0.679,8.5,3.3,1,1.2,-0.1,-0.015,-4.1,-0.2
1237,2010,35,35,WAS,Nemanja Bjelica,,7,449,9172,3412,2051,826,0.466,0.384,0.759,20.4,7.6,4.6,1.8,20,0.104,0.3,5.4
1238,2010,36,36,DET,Terrico White,Ole Miss,,,,,,,,,,,,,,,,,
1239,2010,37,37,MIL,Darington Hobson,New Mexico,1,5,39,4,3,6,0.154,0,,7.8,0.8,0.6,1.2,-0.2,-0.225,-13,-0.1
1240,2010,38,38,NYK,Andy Rautins,Syracuse,1,5,24,8,1,3,0.429,0.25,0.5,4.8,1.6,0.2,0.6,-0.2,-0.314,-13.2,-0.1
1241,2010,39,39,NYK,Landry Fields,Stanford,5,255,6010,1731,1092,419,0.473,0.332,0.666,23.6,6.8,4.3,1.6,10.5,0.084,-0.3,2.6
1242,2010,40,40,IND,Lance Stephenson,Cincinnati,10,554,12680,4738,2251,1621,0.445,0.314,0.694,22.9,8.6,4.1,2.9,17.5,0.066,-1.3,2.3
1243,2010,41,41,MIA,Jarvis Varnado,Mississippi State,2,37,397,107,72,16,0.582,,0.518,10.7,2.9,1.9,0.4,0.7,0.089,-3.3,-0.1
1244,2010,42,42,MIA,Da'Sean Butler,West Virginia,,,,,,,,,,,,,,,,,
1245,2010,43,43,LAL,Devin Ebanks,West Virginia,3,63,711,224,122,24,0.385,0.222,0.722,11.3,3.6,1.9,0.4,0.5,0.035,-4.8,-0.5
1246,2010,44,44,MIL,Jerome Jordan,Tulsa,2,65,491,180,132,17,0.528,,0.852,7.6,2.8,2,0.3,1.7,0.168,-1,0.1
1247,2010,45,45,MIN,Paulão Prestes,,,,,,,,,,,,,,,,,,
1248,2010,46,46,PHO,Gani Lawal,Georgia Tech,1,1,2,0,0,0,,,,2,0,0,0,0,-0.009,-15,0
1249,2010,47,47,MIL,Tiny Gallon,Oklahoma,,,,,,,,,,,,,,,,,
1250,2010,48,48,MIA,Latavious Williams,,,,,,,,,,,,,,,,,,
1251,2010,49,49,SAS,Ryan Richards,,,,,,,,,,,,,,,,,,
1252,2010,50,50,DAL,Solomon Alabi,Florida State,2,26,181,39,61,5,0.314,,0.7,7,1.5,2.3,0.2,0,0.01,-4.4,-0.1
1253,2010,51,51,OKC,Magnum Rolle,Louisiana Tech,,,,,,,,,,,,,,,,,
1254,2010,52,52,BOS,Luke Harangody,Notre Dame,2,70,871,253,196,36,0.376,0.241,0.737,12.4,3.6,2.8,0.5,0.9,0.048,-3.5,-0.3
1255,2010,53,53,ATL,Pape Sy,,1,3,21,7,3,2,0.333,0,1,7,2.3,1,0.7,0,-0.047,-6,0
1256,2010,54,54,LAC,Willie Warren,Oklahoma,1,19,134,37,12,27,0.371,0.333,0.75,7.1,1.9,0.6,1.4,0.2,0.065,-2.7,0
1257,2010,55,55,UTA,Jeremy Evans,Western Kentucky,7,250,2626,879,641,107,0.569,0.231,0.687,10.5,3.5,2.6,0.4,8.2,0.15,0.9,1.9
1258,2010,56,56,MIN,Hamady N'Diaye,Rutgers University,3,33,157,20,25,3,0.467,,0.462,4.8,0.6,0.8,0.1,0,0.013,-7.3,-0.2
1259,2010,57,57,IND,Ryan Reid,Florida State,1,5,17,8,2,0,0.8,,,3.4,1.6,0.4,0,0.1,0.142,-2,0
1260,2010,58,58,LAL,Derrick Caracter,Texas-El Paso,1,41,215,81,43,7,0.485,,0.739,5.2,2,1,0.2,0.3,0.057,-7.1,-0.3
1261,2010,59,59,ORL,Stanley Robinson,UConn,,,,,,,,,,,,,,,,,
1262,2010,60,60,PHO,Dwayne Collins,Miami (FL),,,,,,,,,,,,,,,,,
1263,2011,1,1,CLE,Kyrie Irving,Duke,11,611,20804,14089,2339,3503,0.47,0.393,0.882,34,23.1,3.8,5.7,72,0.166,4.5,34.2
1264,2011,2,2,MIN,Derrick Williams,Arizona,7,428,8864,3809,1693,293,0.434,0.3,0.71,20.7,8.9,4,0.7,14.1,0.076,-1.6,0.8
1265,2011,3,3,UTA,Enes Freedom,,11,748,16101,8349,5822,638,0.548,0.289,0.777,21.5,11.2,7.8,0.9,52.8,0.157,-0.1,7.6
1266,2011,4,4,CLE,Tristan Thompson,Texas,11,730,19556,6592,6120,725,0.519,0.263,0.605,26.8,9,8.4,1,47.6,0.117,-1.7,1.4
1267,2011,5,5,TOR,Jonas Valančiūnas,,10,695,18141,9319,6571,824,0.563,0.359,0.785,26.1,13.4,9.5,1.2,67.4,0.178,1.1,14.3
1268,2011,6,6,WAS,Jan Veselý,,3,162,2455,590,562,96,0.521,0,0.408,15.2,3.6,3.5,0.6,4,0.078,-2.6,-0.4
1269,2011,7,7,SAC,Bismack Biyombo,,11,738,14719,3814,4482,442,0.53,0,0.564,19.9,5.2,6.1,0.6,29.4,0.096,-2.6,-2.2
1270,2011,8,8,DET,Brandon Knight,Kentucky,9,451,13202,6301,1385,1777,0.411,0.352,0.807,29.3,14,3.1,3.9,11.6,0.042,-1.6,1.4
1271,2011,9,9,CHA,Kemba Walker,UConn,11,741,24666,14414,2815,3919,0.418,0.36,0.84,33.3,19.5,3.8,5.3,59.6,0.116,2.8,29.8
1272,2011,10,10,MIL,Jimmer Fredette,BYU,6,241,3213,1438,243,331,0.409,0.372,0.879,13.3,6,1,1.4,2.2,0.033,-2.5,-0.4
1273,2011,11,11,GSW,Klay Thompson,Washington State,9,647,21281,12647,2255,1504,0.458,0.417,0.849,32.9,19.5,3.5,2.3,48.5,0.11,0.8,14.9
1274,2011,12,12,UTA,Alec Burks,Colorado,11,625,14379,6649,2210,1264,0.418,0.38,0.799,23,10.6,3.5,2,26,0.087,-0.5,5.3
1275,2011,13,13,PHO,Markieff Morris,Kansas,11,715,17724,7822,3714,1153,0.446,0.341,0.777,24.8,10.9,5.2,1.6,27.1,0.073,-1.4,2.8
1276,2011,14,14,HOU,Marcus Morris,Kansas,11,718,19451,8921,3298,1085,0.435,0.377,0.773,27.1,12.4,4.6,1.5,36.4,0.09,-0.5,7.1
1277,2011,15,15,IND,Kawhi Leonard,San Diego State,10,576,18025,11085,3689,1672,0.493,0.384,0.858,31.3,19.2,6.4,2.9,83.3,0.222,6.9,40.4
1278,2011,16,16,PHI,Nikola Vučević,USC,11,741,22869,12553,7731,2037,0.494,0.348,0.757,30.9,16.9,10.4,2.7,58.9,0.124,2.2,24.3
1279,2011,17,17,NYK,Iman Shumpert,Georgia Tech,10,461,11470,3320,1534,845,0.391,0.337,0.764,24.9,7.2,3.3,1.8,12.9,0.054,-1.7,0.9
1280,2011,18,18,WAS,Chris Singleton,Florida State,3,148,2605,612,472,92,0.376,0.319,0.633,17.6,4.1,3.2,0.6,2.3,0.042,-3.2,-0.8
1281,2011,19,19,CHA,Tobias Harris,Tennessee,11,753,23618,12313,4660,1728,0.476,0.367,0.828,31.4,16.4,6.2,2.3,58.4,0.119,1.1,18.3
1282,2011,20,20,MIN,Donatas Motiejūnas,,6,251,4566,1832,952,269,0.469,0.3,0.597,18.2,7.3,3.8,1.1,7.1,0.075,-2.5,-0.5
1283,2011,21,21,POR,Nolan Smith,Duke,2,84,829,277,83,97,0.371,0.26,0.714,9.9,3.3,1,1.2,-0.8,-0.047,-6,-0.8
1284,2011,22,22,DEN,Kenneth Faried,Morehead State University,8,478,11728,5430,3884,470,0.546,0.222,0.654,24.5,11.4,8.1,1,38.8,0.159,0.5,7.5
1285,2011,23,23,HOU,Nikola Mirotić,,5,319,7718,3910,1894,407,0.423,0.359,0.808,24.2,12.3,5.9,1.3,20.8,0.129,1.6,7.1
1286,2011,24,24,OKC,Reggie Jackson,Boston College,11,703,18001,9183,2122,3020,0.424,0.345,0.854,25.6,13.1,3,4.3,33.5,0.089,0,9.1
1287,2011,25,25,BOS,MarShon Brooks,Providence,5,200,3456,1592,424,282,0.447,0.345,0.751,17.3,8,2.1,1.4,3.3,0.046,-1.6,0.4
1288,2011,26,26,DAL,Jordan Hamilton,Texas,5,151,2100,890,429,127,0.408,0.357,0.67,13.9,5.9,2.8,0.8,3,0.069,-0.1,1
1289,2011,27,27,NJN,JaJuan Johnson,Purdue,1,36,298,114,58,6,0.446,,0.667,8.3,3.2,1.6,0.2,0.2,0.032,-3.9,-0.1
1290,2011,28,28,CHI,Norris Cole,Cleveland State University,6,360,8018,2506,702,981,0.407,0.324,0.743,22.3,7,2,2.7,3,0.018,-4.1,-4.1
1291,2011,29,29,SAS,Cory Joseph,Texas,11,728,16161,5161,1884,2186,0.444,0.344,0.787,22.2,7.1,2.6,3,28.7,0.085,-1.1,3.9
1292,2011,30,30,CHI,Jimmy Butler,Marquette,11,690,22864,12222,3658,2836,0.46,0.321,0.841,33.1,17.7,5.3,4.1,93.6,0.196,4.7,38.3
1293,2011,31,31,MIA,Bojan Bogdanović,,8,603,17519,9043,2184,945,0.457,0.392,0.861,29.1,15,3.6,1.6,33,0.09,-0.9,4.8
1294,2011,32,32,CLE,Justin Harper,Richmond,3,22,150,45,18,4,0.34,0.276,0.333,6.8,2,0.8,0.2,-0.3,-0.093,-8.7,-0.2
1295,2011,33,33,DET,Kyle Singler,Duke,6,356,7794,2326,1026,272,0.418,0.362,0.786,21.9,6.5,2.9,0.8,10,0.062,-2.5,-0.9
1296,2011,34,34,WAS,Shelvin Mack,Butler,8,456,8392,2997,894,1421,0.423,0.33,0.731,18.4,6.6,2,3.1,10.3,0.059,-1.9,0.1
1297,2011,35,35,SAC,Tyler Honeycutt,UCLA,2,24,120,28,24,9,0.314,0.2,0.714,5,1.2,1,0.4,-0.1,-0.049,-5.1,-0.1
1298,2011,36,36,NJN,Jordan Williams,Maryland,1,43,635,197,156,11,0.507,,0.652,14.8,4.6,3.6,0.3,1.3,0.101,-2.1,0
1299,2011,37,37,LAC,Trey Thompkins,Georgia,1,24,119,57,24,3,0.393,0.308,0.714,5,2.4,1,0.1,0,0.004,-5.7,-0.1
1300,2011,38,38,HOU,Chandler Parsons,Florida,9,440,13246,5571,1972,1201,0.462,0.373,0.713,30.1,12.7,4.5,2.7,28.9,0.105,1.1,10.2
1301,2011,39,39,CHA,Jeremy Tyler,,3,104,1034,373,269,25,0.45,0,0.557,9.9,3.6,2.6,0.2,0.3,0.014,-7,-1.3
1302,2011,40,40,MIL,Jon Leuer,Wisconsin,8,377,5945,2395,1426,301,0.484,0.328,0.767,15.8,6.4,3.8,0.8,13.2,0.107,-0.7,2
1303,2011,41,41,LAL,Darius Morris,Michigan,4,132,1464,430,126,189,0.384,0.322,0.63,11.1,3.3,1,1.4,-0.3,-0.01,-5.1,-1.2
1304,2011,42,42,IND,Dāvis Bertāns,,6,387,7380,3165,1045,392,0.424,0.398,0.86,19.1,8.2,2.7,1,16.8,0.11,0.4,4.5
1305,2011,43,43,CHI,Malcolm Lee,UCLA,3,36,534,140,65,51,0.382,0.294,0.703,14.8,3.9,1.8,1.4,0.4,0.04,-2.5,-0.1
1306,2011,44,44,GSW,Charles Jenkins,Hofstra,2,110,1334,408,100,214,0.434,0.182,0.754,12.1,3.7,0.9,1.9,0.5,0.017,-4.5,-0.8
1307,2011,45,45,NOH,Josh Harrellson,Kentucky,3,75,888,265,227,26,0.438,0.347,0.629,11.8,3.5,3,0.3,2.1,0.116,-0.4,0.4
1308,2011,46,46,LAL,Andrew Goudelock,College of Charleston,3,49,475,197,34,24,0.393,0.345,0.875,9.7,4,0.7,0.5,0,0.003,-5,-0.3
1309,2011,47,47,LAC,Travis Leslie,Georgia,1,10,45,14,9,5,0.357,,0.444,4.5,1.4,0.9,0.5,0.1,0.06,-0.3,0
1310,2011,48,48,ATL,Keith Benson,Oakland,1,3,9,0,3,0,0,,,3,0,1,0,0,-0.005,-7.7,0
1311,2011,49,49,MEM,Josh Selby,Kansas,2,38,296,83,20,34,0.33,0.143,0.72,7.8,2.2,0.5,0.9,-0.7,-0.113,-9.5,-0.6
1312,2011,50,50,PHI,Lavoy Allen,Temple,6,388,6905,1847,1843,384,0.471,0.133,0.682,17.8,4.8,4.8,1,13.8,0.096,-2.1,-0.1
1313,2011,51,51,POR,Jon Diebler,Ohio State,,,,,,,,,,,,,,,,,
1314,2011,52,52,DET,Vernon Macklin,Florida,1,23,135,46,34,5,0.543,,0.571,5.9,2,1.5,0.2,0.5,0.161,1.2,0.1
1315,2011,53,53,ORL,DeAndre Liggins,Kentucky,5,177,1907,346,252,122,0.402,0.352,0.549,10.8,2,1.4,0.7,1.6,0.04,-2.2,-0.1
1316,2011,54,54,CLE,Milan Mačvan,,,,,,,,,,,,,,,,,,
1317,2011,55,55,BOS,E'Twaun Moore,Purdue,10,598,12564,4743,1208,1055,0.455,0.388,0.742,21,7.9,2,1.8,14.8,0.057,-1.9,0.2
1318,2011,56,56,LAL,Chukwudiebere Maduabum,,,,,,,,,,,,,,,,,,
1319,2011,57,57,DAL,Tanguy Ngombo,,,,,,,,,,,,,,,,,,
1320,2011,58,58,LAL,Ater Majok,,,,,,,,,,,,,,,,,,
1321,2011,59,59,SAS,Ádám Hanga,,,,,,,,,,,,,,,,,,
1322,2011,60,60,SAC,Isaiah Thomas,Washington,11,550,15563,9715,1321,2638,0.434,0.362,0.872,28.3,17.7,2.4,4.8,45.3,0.14,2.1,16.1
1323,2012,1,1,NOH,Anthony Davis,Kentucky,10,604,20805,14390,6163,1414,0.515,0.303,0.794,34.4,23.8,10.2,2.3,91.3,0.211,6,42.1
1324,2012,2,2,CHA,Michael Kidd-Gilchrist,Kentucky,8,446,10978,3750,2420,515,0.474,0.272,0.715,24.6,8.4,5.4,1.2,21,0.092,-1.8,0.6
1325,2012,3,3,WAS,Bradley Beal,Florida,10,645,22418,14231,2641,2701,0.456,0.372,0.821,34.8,22.1,4.1,4.2,48.8,0.104,1.7,21
1326,2012,4,4,CLE,Dion Waiters,Syracuse,8,419,11835,5505,1108,1163,0.412,0.346,0.694,28.2,13.1,2.6,2.8,8.8,0.036,-2.1,-0.4
1327,2012,5,5,SAC,Thomas Robinson,Kansas,5,313,4204,1528,1507,190,0.47,0,0.505,13.4,4.9,4.8,0.6,4.6,0.053,-3.5,-1.6
1328,2012,6,6,POR,Damian Lillard,Weber State,10,711,25835,17510,2976,4726,0.437,0.373,0.893,36.3,24.6,4.2,6.6,94.1,0.175,4.7,43.7
1329,2012,7,7,GSW,Harrison Barnes,UNC,10,747,23763,10566,3817,1376,0.453,0.379,0.804,31.8,14.1,5.1,1.8,44.8,0.091,-0.8,7.1
1330,2012,8,8,TOR,Terrence Ross,Washington,10,670,16626,7525,1907,841,0.417,0.361,0.839,24.8,11.2,2.8,1.3,23.4,0.068,-0.9,4.5
1331,2012,9,9,DET,Andre Drummond,UConn,10,718,21269,9938,9519,1003,0.54,0.132,0.473,29.6,13.8,13.3,1.4,67.7,0.153,1.3,17.7
1332,2012,10,10,NOH,Austin Rivers,Duke,10,655,15842,5741,1359,1438,0.418,0.349,0.649,24.2,8.8,2.1,2.2,13.9,0.042,-3.1,-4.2
1333,2012,11,11,POR,Meyers Leonard,Illinois,9,447,7158,2502,1737,395,0.482,0.39,0.809,16,5.6,3.9,0.9,15.5,0.104,-1.4,1.1
1334,2012,12,12,HOU,Jeremy Lamb,UConn,10,573,11896,5805,2073,904,0.439,0.342,0.857,20.8,10.1,3.6,1.6,26.8,0.108,0.6,7.9
1335,2012,13,13,PHO,Kendall Marshall,UNC,4,160,3083,802,253,779,0.399,0.37,0.611,19.3,5,1.6,4.9,1,0.015,-3.5,-1.1
1336,2012,14,14,MIL,John Henson,UNC,8,445,8752,3383,2368,496,0.54,0.25,0.568,19.7,7.6,5.3,1.1,20.7,0.113,-0.5,3.4
1337,2012,15,15,PHI,Maurice Harkless,St. John's,10,621,14019,4259,2198,572,0.474,0.32,0.624,22.6,6.9,3.5,0.9,23,0.079,-0.8,4.1
1338,2012,16,16,HOU,Royce White,Iowa State,1,3,9,0,0,0,0,,,3,0,0,0,0,-0.121,-16.9,0
1339,2012,17,17,DAL,Tyler Zeller,UNC,8,414,7254,2873,1820,367,0.508,0.286,0.764,17.5,6.9,4.4,0.9,17.1,0.113,-2,0
1340,2012,18,18,HOU,Terrence Jones,Kentucky,6,234,5562,2431,1334,238,0.501,0.297,0.621,23.8,10.4,5.7,1,14.7,0.127,0.5,3.6
1341,2012,19,19,ORL,Andrew Nicholson,St. Bonaventure,5,285,4080,1700,857,126,0.467,0.321,0.773,14.3,6,3,0.4,3.8,0.045,-3.6,-1.6
