Restaurant,Reviewer,Review,Rating,Metadata,Time,Pictures
Shanghai Chef 2,Ankit Jain,"Nothing could be better than having restaurant owner recieving you at entrance and assuring you of best service.
The restuarant is located on first floor ,having sufficiently spacious area with decent interiors -appropriately giving a glimpse of typical Chinese restaurant .Not to mention the love of colour red and yellow which found prominence here too ! I hereby got convinced to rate ambience and decor (4/5)

The crew was humble and the owner seemed delighted to have us .After exchanging a few words ,he suggested us the best and quick food we could grab .
Owner and staff courtesy (5/5)

We first ordered talumein soup(3.5/5)-moderately spicy and filled with veggies ,which is certainly a healthy start

We ordered mee gorang noodles (3.5/5) - comprised of lots of green and red chillies .a perfect form of noodles to relish .
Recommended to those who are tired of shewzwan noodles

Noodles accompanied with 8 hot pot garlic gravy(3/5) which Went with noodles so well except the excessive quantity of French beans that hindered the potential of dish.",3,"138 Reviews , 821 Followers",8/4/2018 16:01,4
Shanghai Chef 2,AbstractFoodie,Food was okay. We ordered two chicken dishes for starters and it had too much sauce in it. Noodles were good. Monis were really good though. Would try again rest was okay. Would try again if no options are available. :/,3,"76 Reviews , 113 Followers",8/2/2018 5:05,0
Shanghai Chef 2,Rahul Agarwal,"Ok place. The food was just fine, but since it is reasonably priced, its decent value for money.
Service is ordinary though.
On a sunday afternoon, the place was empty and it was hard to digest. I almost went out but then decided to give it a try anyway.
Bottom line, if i want to eat relatively inexpensive Chinese food, then this might be a choice, else no.",3,"34 Reviews , 233 Followers",7/31/2018 11:01,0
Shanghai Chef 2,Princy Singh Rajput,"One of my favourite Chinese Restaurant in Hyderabad

Good and authenticate chinese restaurant. The ambiance was decent, nothing fancy. Just a sober place to enjoy food.

Food - 4.5/5
Service - 4/5
Ambience - 3/5",4,"66 Reviews , 131 Followers",7/29/2018 1:18,2
Shanghai Chef 2,Ashutosh Tiwari,"Nice place for Chinese lovers... Decent music, nice ambience. Food is really very tasty. We visit almost every time we have a Chinese craving...",5,"4 Reviews , 35 Followers",7/27/2018 20:55,0
Shanghai Chef 2,Suryansh Tiwari,very high priced low quality food,1,"0 Reviews , 3 Followers",7/26/2018 23:34,0
Shanghai Chef 2,Deepika,nice,5,1 Review,7/21/2018 15:52,0
Shanghai Chef 2,Vipul Charan,"delivered on time
.",5,"1 Review , 9 Followers",7/20/2018 15:31,0
Shanghai Chef 2,Sourya Satabdi,the quantity of soup was half of what they provide at the restaurant,3,"1 Review , 1 Follower",7/18/2018 23:19,0
Shanghai Chef 2,Kalam Ramnarayan Reddy,"Food was good but please send some forks, tissues and sauce packets from next time...",3,2 Reviews,7/15/2018 21:21,0
Shanghai Chef 2,Anurag Reddy,"Good food, nice ambience. Friendly staff. Order time is more. Platters are good. Desserts and mocktails are overpriced for their quality and quantity.",5,1 Review,7/15/2018 15:08,0
Shanghai Chef 2,Rita Singh,"What a scrumptious dinner at Shanghai chef 2.

After a long day at chilkur Balaji we we're so hungry that we just wanted to check-in to some restaurant where we will get food like the moment we enter. However, good food was also a priority to us, also being rainy season street food is a little matter of concern for hygiene.

The first thing that came into my mind when we touched gachibowli was sanghai chef.We did not take a second thought and went straight into the restaurant.

The restaurant has very cozy ambiance with simple decor, comfortable seating and dim lighting. So neat and clean that it was hard to believe when suhail Bhai told us that it's a 10 years old restaurant and his first one.

Aditya came to our rescue and we just told him ki bro get whatever is best you feel, he suggested us all the dishes throughout.

We started off with TOM KHA GHAI SOUP : Actually this was a great choice being succha cold weather outside and we being so tired. The garlic and bamboo stick flavours could actually help our bad throat and the coconut flavoured soup with loads of fresh veggies and big chunks of chiken we're so refreshing.

We then ordered NASI GORENG CHIKEN :Long grains of perfectly cooked rice with loads and loads of flavours in it. **Must try** and BAR B Q CHIKEN : this was perfect combination with the rice, lil sweet, spicy and flavoursome chiken cooked semi wet.**Must try**

Mix sea food soft noodles and mix sea food rice were amazing too.

Burmese khow sue was one amazing dish too ❤️❤️❤️

For take away we ordered PHAD THAI MIX SEA FOOD NOODLES.....and trust me after having so much at restaurant, I couldn't resist when Rawshan opened the box at home. I went ahead and gulped down four spoons of it. Oh my god, this is one AmaZing dish that I have tasted in recent times and if tell you about quantity, one take away of this is sufficient for three people.

Flat noodles cooked with garlic, fresh herbs, prawns and fish, with mushroom and sweet sauce. Also fresh red chilli. *** A must must try ****

Quantity of food served here is unbelievable.

For the taste and quantity and quality the VFM factor is best in the town.

Bill came to 1600+ for 4 after 10% friendly gesture discount.

Staff is very friendly and Aditya was great at service.

We were about to leave Suhail SuhRac MacAdams bumped into us. It was great meeting you. And thanks for making our dinner so special.",5,"106 Reviews , 1893 Followers",7/15/2018 12:48,10
Shanghai Chef 2,Mr. Mighty,"An awesome place to enjoy Chinese. It looks very ordinary from the outside but the interior of the restaurant is very classy. The ambience is really very good. The most amazing and surprising part of this restaurant is it's food. I was so amazed with the food. It's a 100% must go place for all foodies. The prices matches the quantity+quality and doesn't leave a hole in your pocket. This sets the restaurant miles apart in comparison to other similar level Chinese restaurant.
This restaurant will definitely be one of my top favourites while considering Chinese.",5,"22 Reviews , 32 Followers",7/14/2018 15:17,2
Shanghai Chef 2,Nandini Rathaur,"The gravy were very dilute
Every time we order it is thick
This time I ordered more quantity and received it thinner. I actually paid more for less.",1,"7 Reviews , 9 Followers",7/12/2018 21:17,0
Shanghai Chef 2,Shaiwal Sachdev,So tasty yummy ❤️,5,"1 Review , 1 Follower",7/9/2018 7:55,0
Shanghai Chef 2,Dhaya Mathew,"Nasi Goreng, Kung pao chicken & burnt garlic chicken were really spicy & over powered with chilly flakes! Looked & tasted like every second grains of rice had a chilli flake tagged to it! The saving grace was the Indonesian prawn curry with steamed rice. Really upset with tonight’s order.",1,1 Review,7/9/2018 0:04,0
Shanghai Chef 2,Sujyosna,"Food was worst and it came with a strong smell of oil. Chilly garlic noodle did not have any garlic, not even the flavour. All the items were really not eatable.",1,"2 Reviews , 1 Follower",7/8/2018 22:45,0
Shanghai Chef 2,Bhargavi Das,Good place for chinese cuisine lover. We ordered chiken manchurian and singapore fried rice. The fried rice was ok ok...tasted average. Chiken manchurian was lil spicy but liked it. Good for one time visit🙂,4,"12 Reviews , 32 Followers",7/8/2018 22:00,1
Shanghai Chef 2,Kritin Jp,Not exactly the best place for value for money and food isn't exactly the best either..meat is chewy and badly cooked...ambience is a good thumbs up however,3,"1 Review , 21 Followers",7/7/2018 22:48,0
Shanghai Chef 2,Jinet Jose,very salty,3,"4 Reviews , 1 Follower",7/7/2018 13:58,0
Shanghai Chef 2,Nishant Singh,it was a ok ok,3,"8 Reviews , 1 Follower",7/6/2018 20:01,0
Shanghai Chef 2,Shubhamjuneja41,"Food and service was good!
I ordered lemon coriander soup,honey chilli potato and schezwan noodles.
Soup was just okay.
Honey chilli potato was tasty but could have been more crispy.
Schezwan noodles were tasty
Overall good experience.",4,"4 Reviews , 4 Followers",7/3/2018 22:29,2
Shanghai Chef 2,Jinet Jose,was very salty,3,"4 Reviews , 1 Follower",7/3/2018 21:05,0
Shanghai Chef 2,Singh.aprajita.03,Got a piece of mirror in the food.,1,2 Reviews,7/2/2018 18:18,0
Shanghai Chef 2,Gayathri Neela,worth.,5,"1 Review , 1 Follower",6/30/2018 13:39,0
Shanghai Chef 2,Shruti Mittal,Chilli paneer was bad.. Paneer was stale... Rest all fine,2,"3 Reviews , 1 Follower",6/28/2018 20:46,0
Shanghai Chef 2,Rekha,We ordered sea food bamboo rice and it tasted worse... Rotten smell from the rice made me sick... Ordered Kung Pao chicken.. we asked for something spicy and they suggested Kung Pao chicken.. but it is sweet ! I never knew that something sweet is actually meant to be spicy at Shanghai Chef!! We also ordered black pepper chicken curry and manchow soup... These two were ok,1,"1 Review , 1 Follower",6/26/2018 21:57,0
Shanghai Chef 2,Kamalesh VM Sai,good authentic chinese,4,"2 Reviews , 12 Followers",6/24/2018 20:16,0
Shanghai Chef 2,Sonal Sai,"Saturday's lunch from Shanghai Chef 2 didn't go bad!
I ordered Chicken Chilli Garlic Rice and Oyster Chicken.

The rice was perfectly cooked, with the ingredients giving out their individual flavors.
The chicken, soft and juicy, was a great delight.
The quantity of food provided was definitely more than enough for 2 people with below average appetite.

Would certainly recommend to try out this place!",4,"34 Reviews , 131 Followers",6/23/2018 23:57,1
Shanghai Chef 2,All That Is Gourmet,"This place has not failed to delight us. Of the multiple times that my friends, family and I have dined there, not one has been disappointing. The food is fresh, tasty and also visually appealing. The staff is friendly and the service is prompt. The restaurant is clean and maintained. I recommend this place for good value Chinese food.",4,"4 Reviews , 12 Followers",6/23/2018 21:36,0
Shanghai Chef 2,Madhu Vanam,Teriyaki chicken quantity was very little. Kung pao vegetables have no veggies in it. Just full of sauce.,1,"1 Review , 4 Followers",6/23/2018 20:02,0
Shanghai Chef 2,Narsimha,it's good,4,"11 Reviews , 1 Follower",6/22/2018 17:39,0
Shanghai Chef 2,SAURAV MAITY,"the food offered has its standard. tastes good , offers good amount at good price.",5,"6 Reviews , 1 Follower",6/18/2018 20:49,0
