title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,ISBN_13,link,complete_link
Hands-On Music Generation with Magenta: Explore the role of deep learning in music generation and assisted music composition,[Alexandre DuBreuil],41.99,360.0,4.5,8,0.47,0.53,0.0,0.0,0.0,7.5 x 0.82 x 9.25 inches,1.36 pounds,English,Packt Publishing (January 31 2020),978-1838824419,/sspa/click?ie=UTF8&spc=MToxODY3NTk1MTQyODQyODkyOjE2NjM0NjA1MjM6c3BfYXRmX25leHQ6MjAwMDIwOTU1MjczODcxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FHands-Music-Generation-Magenta-composition%2Fdp%2F1838824413%2Fref%3Dsr_1_243_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460523%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-243-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxODY3NTk1MTQyODQyODkyOjE2NjM0NjA1MjM6c3BfYXRmX25leHQ6MjAwMDIwOTU1MjczODcxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FHands-Music-Generation-Magenta-composition%2Fdp%2F1838824413%2Fref%3Dsr_1_243_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460523%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-243-spons%26psc%3D1
Artificial Intelligence Machine Learning and Deep Learning,[Oswald Campesato],59.95,300.0,4.4,3,0.37,0.63,0.0,0.0,0.0,6.75 x 0.75 x 8.75 inches,1.15 pounds,English,Mercury Learning and Information (February 13 2020),978-1683924678,/Artificial-Intelligence-Machine-Learning-Deep/dp/1683924673/ref=sr_1_214?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-214,https://www.amazon.com/Artificial-Intelligence-Machine-Learning-Deep/dp/1683924673/ref=sr_1_214?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-214
Culture in School Learning: Revealing the Deep Meaning,[Etta R. Hollins],48.81,252.0,4.4,6,0.58,0.22,0.2,0.0,0.0,6 x 0.61 x 9 inches,13.6 ounces,English,Routledge; 3rd edition (June 4 2015),978-0415743457,/Culture-School-Learning-Revealing-Meaning/dp/0415743451/ref=sr_1_213?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-213,https://www.amazon.com/Culture-School-Learning-Revealing-Meaning/dp/0415743451/ref=sr_1_213?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-213
Practical MATLAB Deep Learning: A Project-Based Approach,"[Michael Paluszek,Stephanie Thomas]",20.49,267.0,3.7,14,0.51,0.09,0.1,0.21,0.09,7.01 x 0.63 x 10 inches,1.14 pounds,English,Apress; 1st ed. edition (February 8 2020),978-1484251232,/Practical-MATLAB-Deep-Learning-Project-Based/dp/1484251237/ref=sr_1_208?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-208,https://www.amazon.com/Practical-MATLAB-Deep-Learning-Project-Based/dp/1484251237/ref=sr_1_208?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460513&sprefix=deep+learnin%2Caps%2C449&sr=8-208
Graph-Powered Machine Learning,[Alessandro Nego],42.99,496.0,4.4,9,0.74,0.15,0.11,0.0,0.0,7.38 x 0.6 x 9.25 inches,1.9 pounds,English,Manning (September 28 2021),978-1617295645,/sspa/click?ie=UTF8&spc=MTo1Njc4OTEyNDUxMzA4OTU1OjE2NjM0NjA1MTM6c3BfbXRmOjIwMDA0NzA4MzE5NzQ0MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FGraph-Powered-Machine-Learning-Alessandro-Nego%2Fdp%2F1617295647%2Fref%3Dsr_1_212_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460513%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-212-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1Njc4OTEyNDUxMzA4OTU1OjE2NjM0NjA1MTM6c3BfbXRmOjIwMDA0NzA4MzE5NzQ0MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FGraph-Powered-Machine-Learning-Alessandro-Nego%2Fdp%2F1617295647%2Fref%3Dsr_1_212_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460513%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-212-spons%26psc%3D1
Mastering Computer Vision with TensorFlow 2.x: Build advanced computer vision applications using machine learning and deep learning techniques,[Krishnendu Kar],44.99,430.0,3.9,15,0.48,0.27,0.09,0.15,0.0,7.5 x 0.97 x 9.25 inches,1.62 pounds,English,Packt Publishing (May 15 2020),978-1838827069,/sspa/click?ie=UTF8&spc=MTo1Njc4OTEyNDUxMzA4OTU1OjE2NjM0NjA1MTM6c3BfbXRmOjIwMDAyNDkxNjQ3Mzc3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FMastering-Computer-Vision-TensorFlow-2-x%2Fdp%2F1838827064%2Fref%3Dsr_1_211_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460513%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-211-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1Njc4OTEyNDUxMzA4OTU1OjE2NjM0NjA1MTM6c3BfbXRmOjIwMDAyNDkxNjQ3Mzc3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FMastering-Computer-Vision-TensorFlow-2-x%2Fdp%2F1838827064%2Fref%3Dsr_1_211_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460513%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-211-spons%26psc%3D1
DEEP LEARNING WITH PYTHON: 3 in 1- Beginners Guide+ Simple and Effective Tips and Tricks+ Advanced Guide to Learn Deep Learning with Python,[Benjamin Smith],49.99,547.0,3.5,2,0.51,0.49,0.0,0.0,0.0,6 x 1.24 x 9 inches,1.6 pounds,English,Independently published (March 14 2021),979-8721791499,/sspa/click?ie=UTF8&spc=MTo1Njc4OTEyNDUxMzA4OTU1OjE2NjM0NjA1MTM6c3BfbXRmOjIwMDA1NTc3OTU0NzQ0MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FDEEP-LEARNING-PYTHON-Beginners-Effective%2Fdp%2FB08YS629F7%2Fref%3Dsr_1_209_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460513%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-209-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1Njc4OTEyNDUxMzA4OTU1OjE2NjM0NjA1MTM6c3BfbXRmOjIwMDA1NTc3OTU0NzQ0MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FDEEP-LEARNING-PYTHON-Beginners-Effective%2Fdp%2FB08YS629F7%2Fref%3Dsr_1_209_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460513%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-209-spons%26psc%3D1
Practical Machine Learning with H2O: Powerful Scalable Techniques for Deep Learning and AI,[Darren Cook],33.09,300.0,4.2,25,0.64,0.15,0.07,0.07,0.06,7 x 0.68 x 9.19 inches,1.14 pounds,English,OReilly Media; 1st edition (December 27 2016),978-1491964606,/Practical-Machine-Learning-Darren-Cook/dp/149196460X/ref=sr_1_171?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-171,https://www.amazon.com/Practical-Machine-Learning-Darren-Cook/dp/149196460X/ref=sr_1_171?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-171
Deep Learning Approaches for Security Threats in IoT Environments,"[Mohamed Abdel-Basset,Nour Moustafa et al.]",140.0,384.0,,0,0.0,0.0,0.0,0.0,0.0,,1.47 pounds,English,Wiley-IEEE Press; 1st edition (December 20 2022),978-1119884149,/Learning-Approaches-Security-Threats-Environments/dp/1119884144/ref=sr_1_173?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-173,https://www.amazon.com/Learning-Approaches-Security-Threats-Environments/dp/1119884144/ref=sr_1_173?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-173
Artificial Intelligence and Deep Learning in Pathology,[Stanley Cohen MD],82.3,288.0,4.1,10,0.6,0.13,0.13,0.13,0.0,7.5 x 9.25 inches,1.3 pounds,English,Elsevier; 1st edition (June 16 2020),978-0323675383,/Artificial-Intelligence-Deep-Learning-Pathology/dp/0323675387/ref=sr_1_174?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-174,https://www.amazon.com/Artificial-Intelligence-Deep-Learning-Pathology/dp/0323675387/ref=sr_1_174?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-174
Grokking Artificial Intelligence Algorithms: Understand and apply the core algorithms of deep learning and artificial intelligence in this friendly illustrated guide including exercises and examples,[Rishal Hurbans],55.95,392.0,4.5,23,0.78,0.08,0.07,0.07,0.0,7.38 x 0.8 x 9.25 inches,1.63 pounds,English,Manning; 1st edition (September 1 2020),978-1617296185,/sspa/click?ie=UTF8&spc=MTo1Njc4OTEyNDUxMzA4OTU1OjE2NjM0NjA1MTM6c3BfYXRmX25leHQ6MjAwMDQ3MDk4MTI3NDQxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FGrokking-Artificial-Intelligence-Algorithms-Hurbans%2Fdp%2F161729618X%2Fref%3Dsr_1_195_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460513%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-195-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1Njc4OTEyNDUxMzA4OTU1OjE2NjM0NjA1MTM6c3BfYXRmX25leHQ6MjAwMDQ3MDk4MTI3NDQxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FGrokking-Artificial-Intelligence-Algorithms-Hurbans%2Fdp%2F161729618X%2Fref%3Dsr_1_195_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460513%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-195-spons%26psc%3D1
Codeless Deep Learning with KNIME: Build train and deploy various deep neural network architectures using KNIME Analytics Platform,"[Kathrin Melcher,Rosaria Silipo]",49.99,384.0,4.4,26,0.66,0.16,0.11,0.07,0.0,7.5 x 0.87 x 9.25 inches,1.45 pounds,English,Packt Publishing (November 27 2020),978-1800566613,/Codeless-Deep-Learning-KNIME-architectures/dp/1800566611/ref=sr_1_166?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-166,https://www.amazon.com/Codeless-Deep-Learning-KNIME-architectures/dp/1800566611/ref=sr_1_166?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-166
Deep Learning Applications (Advances in Intelligent Systems and Computing 1098),,104.51,188.0,,0,0.0,0.0,0.0,0.0,0.0,6.1 x 0.45 x 9.25 inches,1 pounds,English,Springer; 1st ed. 2020 edition (February 29 2020),978-9811518157,/Learning-Applications-Advances-Intelligent-Computing/dp/9811518157/ref=sr_1_157?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-157,https://www.amazon.com/Learning-Applications-Advances-Intelligent-Computing/dp/9811518157/ref=sr_1_157?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-157
Deep Learning with Python: Learn Best Practices of Deep Learning Models with PyTorch,"[Nikhil Ketkar,Jojo Moolayil]",32.99,324.0,4.0,2,1.0,0.0,0.0,0.0,0.0,6.1 x 0.73 x 9.25 inches,1.1 pounds,English,Apress; 2nd ed. edition (April 10 2021),978-1484253632,/Deep-Learning-Python-Practices-PyTorch/dp/1484253639/ref=sr_1_158?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-158,https://www.amazon.com/Deep-Learning-Python-Practices-PyTorch/dp/1484253639/ref=sr_1_158?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-158
Artificial Intelligence in Healthcare: AI Machine Learning and Deep and Intelligent Medicine Simplified for Everyone,[Dr Parag Suresh Mahajan MD],29.99,590.0,4.7,147,0.76,0.22,0.02,0.01,0.0,6 x 1.33 x 9 inches,1.72 pounds,English,MedMantra LLC (March 5 2021),978-1954612020,/Artificial-Intelligence-Healthcare-Intelligent-Simplified/dp/1954612028/ref=sr_1_159?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-159,https://www.amazon.com/Artificial-Intelligence-Healthcare-Intelligent-Simplified/dp/1954612028/ref=sr_1_159?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-159
Getting started with Deep Learning for Natural Language Processing: Learn how to build NLP applications with Deep Learning (English Edition),[Sunil Patel],29.95,404.0,4.6,9,0.55,0.45,0.0,0.0,0.0,7.5 x 0.91 x 9.25 inches,1.39 pounds,English,BPB Publications (January 13 2021),978-9389898118,/sspa/click?ie=UTF8&spc=MTo1NDgzOTE5NDI3NDU1NDEyOjE2NjM0NjA1MDM6c3BfbXRmOjIwMDA2NTQ3OTIwNDY4MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FGetting-started-Learning-Language-Processing%2Fdp%2F9389898110%2Fref%3Dsr_1_162_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460503%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-162-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NDgzOTE5NDI3NDU1NDEyOjE2NjM0NjA1MDM6c3BfbXRmOjIwMDA2NTQ3OTIwNDY4MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FGetting-started-Learning-Language-Processing%2Fdp%2F9389898110%2Fref%3Dsr_1_162_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460503%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-162-spons%26psc%3D1
Neural Networks and Deep Learning: A Textbook,[Charu C. Aggarwal],49.0,520.0,4.5,164,0.69,0.19,0.07,0.02,0.03,7 x 1.13 x 10 inches,2.63 pounds,English,Springer; 1st ed. 2018 edition (September 13 2018),978-3319944623,/sspa/click?ie=UTF8&spc=MTo1NDgzOTE5NDI3NDU1NDEyOjE2NjM0NjA1MDM6c3BfbXRmOjIwMDA1NTY5OTg5ODA5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FNeural-Networks-Deep-Learning-Textbook%2Fdp%2F3319944622%2Fref%3Dsr_1_163_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460503%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-163-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NDgzOTE5NDI3NDU1NDEyOjE2NjM0NjA1MDM6c3BfbXRmOjIwMDA1NTY5OTg5ODA5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FNeural-Networks-Deep-Learning-Textbook%2Fdp%2F3319944622%2Fref%3Dsr_1_163_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460503%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-163-spons%26psc%3D1
Deep Learning with PyTorch: A practical approach to building neural network models using PyTorch,[Vishnu Subramanian],31.75,262.0,3.5,20,0.46,0.11,0.1,0.15,0.19,7.5 x 0.59 x 9.25 inches,1 pounds,English,Packt Publishing (February 23 2018),978-1788624336,/Deep-Learning-PyTorch-practical-approach/dp/1788624335/ref=sr_1_153?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-153,https://www.amazon.com/Deep-Learning-PyTorch-practical-approach/dp/1788624335/ref=sr_1_153?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-153
Machine Learning with Python Cookbook: Practical Solutions from Preprocessing to Deep Learning,,45.39,366.0,4.5,172,0.72,0.16,0.05,0.04,0.03,7.01 x 0.76 x 9.17 inches,1.35 pounds,English,OReilly Media; 1st edition (April 17 2018),978-1491989388,/Machine-Learning-Python-Cookbook-Preprocessing/dp/1491989386/ref=sr_1_152?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-152,https://www.amazon.com/Machine-Learning-Python-Cookbook-Preprocessing/dp/1491989386/ref=sr_1_152?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-152
Deep Learning with R Second Edition,"[Francois Chollet,Tomasz Kalinowski et al.]",59.99,568.0,4.6,148,0.82,0.09,0.03,0.03,0.03,7.38 x 1.3 x 9.25 inches,1.86 pounds,English,Manning; 2nd edition (July 26 2022),978-1633439849,/sspa/click?ie=UTF8&spc=MTo1NDgzOTE5NDI3NDU1NDEyOjE2NjM0NjA1MDM6c3BfbXRmOjIwMDA3MTUwNzczNjg5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FDeep-Learning-Second-Francois-Chollet%2Fdp%2F1633439844%2Fref%3Dsr_1_161_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460503%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-161-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NDgzOTE5NDI3NDU1NDEyOjE2NjM0NjA1MDM6c3BfbXRmOjIwMDA3MTUwNzczNjg5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FDeep-Learning-Second-Francois-Chollet%2Fdp%2F1633439844%2Fref%3Dsr_1_161_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460503%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-161-spons%26psc%3D1
Designing Machine Learning Systems: An Iterative Process for Production-Ready Applications,[Chip Huyen],43.49,386.0,4.7,118,0.79,0.14,0.05,0.02,0.01,7 x 0.75 x 9 inches,1.36 pounds,English,OReilly Media; 1st edition (June 21 2022),978-1098107963,/Designing-Machine-Learning-Systems-Production-Ready/dp/1098107969/ref=sr_1_151?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-151,https://www.amazon.com/Designing-Machine-Learning-Systems-Production-Ready/dp/1098107969/ref=sr_1_151?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-151
Deep Learning for the Earth Sciences: A Comprehensive Approach to Remote Sensing Climate Science and Geosciences,"[Gustau Camps-Valls,Devis Tuia et al.]",106.99,432.0,5.0,1,1.0,0.0,0.0,0.0,0.0,6.69 x 0.59 x 9.61 inches,1.5 pounds,English,Wiley; 1st edition (August 16 2021),978-1119646143,/Deep-Learning-Earth-Sciences-Comprehensive/dp/1119646146/ref=sr_1_150?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-150,https://www.amazon.com/Deep-Learning-Earth-Sciences-Comprehensive/dp/1119646146/ref=sr_1_150?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-150
Math and Architectures of Deep Learning,[Krishnendu Chaudhury],49.99,535.0,,0,0.0,0.0,0.0,0.0,0.0,7.38 x 1.13 x 9.25 inches,1.18 pounds,English,Manning (December 20 2022),978-1617296482,/Math-Architectures-Learning-Krishnendu-Chaudhury/dp/1617296481/ref=sr_1_123?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460492&sprefix=deep+learnin%2Caps%2C449&sr=8-123,https://www.amazon.com/Math-Architectures-Learning-Krishnendu-Chaudhury/dp/1617296481/ref=sr_1_123?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460492&sprefix=deep+learnin%2Caps%2C449&sr=8-123
Programming Machine Learning: From Coding to Deep Learning,[Paolo Perrotta],33.49,342.0,4.8,42,0.83,0.12,0.05,0.0,0.0,7.5 x 0.71 x 9.25 inches,1.41 pounds,English,Pragmatic Bookshelf; 1st edition (May 5 2020),978-1680506600,/Programming-Machine-Learning-Zero-Deep/dp/1680506609/ref=sr_1_121?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460492&sprefix=deep+learnin%2Caps%2C449&sr=8-121,https://www.amazon.com/Programming-Machine-Learning-Zero-Deep/dp/1680506609/ref=sr_1_121?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460492&sprefix=deep+learnin%2Caps%2C449&sr=8-121
Beginning Anomaly Detection Using Python-Based Deep Learning: With Keras and PyTorch,"[Sridhar Alla,Suman Kalyan Adari]",25.49,432.0,4.3,21,0.56,0.3,0.07,0.07,0.0,7.01 x 0.98 x 10 inches,1.8 pounds,English,Apress; 1st ed. edition (October 11 2019),978-1484251768,/Beginning-Anomaly-Detection-Python-Based-Learning/dp/1484251768/ref=sr_1_156?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-156,https://www.amazon.com/Beginning-Anomaly-Detection-Python-Based-Learning/dp/1484251768/ref=sr_1_156?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460503&sprefix=deep+learnin%2Caps%2C449&sr=8-156
Deep Reinforcement Learning: Fundamentals Research and Applications,"[Hao Dong,Zihan Ding et al.]",137.42,541.0,4.5,2,0.5,0.5,0.0,0.0,0.0,7.2 x 1 x 8.8 inches,2.37 pounds,English,Springer; 1st ed. 2020 edition (June 30 2020),978-9811540943,/Deep-Reinforcement-Learning-Fundamentals-Applications/dp/9811540942/ref=sr_1_118?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460492&sprefix=deep+learnin%2Caps%2C449&sr=8-118,https://www.amazon.com/Deep-Reinforcement-Learning-Fundamentals-Applications/dp/9811540942/ref=sr_1_118?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460492&sprefix=deep+learnin%2Caps%2C449&sr=8-118
Deep Learning for Personalised Healthcare Services (Issn 7),"[Jain,Vishal et al.]",103.29,246.0,,0,0.0,0.0,0.0,0.0,0.0,6.69 x 0.63 x 9.61 inches,1.28 pounds,English,De Gruyter (October 25 2021),978-3110708004,/sspa/click?ie=UTF8&spc=MTo1NDgzOTE5NDI3NDU1NDEyOjE2NjM0NjA1MDM6c3BfYXRmX25leHQ6MjAwMDM4ODAyNjY0Mjk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FDeep-Learning-Personalised-Healthcare-Services%2Fdp%2F3110708000%2Fref%3Dsr_1_147_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460503%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-147-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NDgzOTE5NDI3NDU1NDEyOjE2NjM0NjA1MDM6c3BfYXRmX25leHQ6MjAwMDM4ODAyNjY0Mjk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FDeep-Learning-Personalised-Healthcare-Services%2Fdp%2F3110708000%2Fref%3Dsr_1_147_sspa%3Fcrid%3D2HX2SCFCK032L%26keywords%3Ddeep%2Blearning%26qid%3D1663460503%26sprefix%3Ddeep%2Blearnin%252Caps%252C449%26sr%3D8-147-spons%26psc%3D1
Deep Learning in a Disorienting World,[Jon F. Wergin],35.99,210.0,5.0,7,1.0,0.0,0.0,0.0,0.0,5.9 x 0.4 x 8.9 inches,10.2 ounces,English,Cambridge University Press (January 30 2020),978-1108727150,/Deep-Learning-Disorienting-World-Wergin/dp/1108727158/ref=sr_1_119?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460492&sprefix=deep+learnin%2Caps%2C449&sr=8-119,https://www.amazon.com/Deep-Learning-Disorienting-World-Wergin/dp/1108727158/ref=sr_1_119?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460492&sprefix=deep+learnin%2Caps%2C449&sr=8-119
Artificial Intelligence Engines: A Tutorial Introduction to the Mathematics of Deep Learning,[James V Stone],23.99,216.0,4.3,52,0.6,0.23,0.09,0.03,0.05,6 x 0.49 x 9 inches,10.5 ounces,English,Sebtel Press (March 28 2019),978-0956372819,/Artificial-Intelligence-Engines-Introduction-Mathematics/dp/0956372813/ref=sr_1_117?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460492&sprefix=deep+learnin%2Caps%2C449&sr=8-117,https://www.amazon.com/Artificial-Intelligence-Engines-Introduction-Mathematics/dp/0956372813/ref=sr_1_117?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460492&sprefix=deep+learnin%2Caps%2C449&sr=8-117
Hands-On Machine Learning with C++: Build train and deploy end-to-end machine learning and deep learning pipelines,[Kirill Kolodiazhnyi],49.99,530.0,4.3,33,0.64,0.2,0.07,0.04,0.05,7.5 x 1.2 x 9.25 inches,1.98 pounds,English,Packt Publishing (May 15 2020),978-1789955330,/Hands-Machine-Learning-end-end/dp/1789955335/ref=sr_1_108?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460492&sprefix=deep+learnin%2Caps%2C449&sr=8-108,https://www.amazon.com/Hands-Machine-Learning-end-end/dp/1789955335/ref=sr_1_108?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460492&sprefix=deep+learnin%2Caps%2C449&sr=8-108
